Unnamed: 0,tokens_stemmed,bobot_nilai_total,label,Prediksi_Naive_Bayes,Prediksi_Logistic_Regression
651,"['gus', 'hans', 'wakil', 'bu', 'risma', 'jatim', 'pilih', 'kepala', 'daerah', 'sosok', 'aktif', 'nahdlatul', 'ulama', 'buat', 'sekretaris', 'jenderal', 'jaring', 'kiai', 'santri', 'nasional', 'jksn', 'gus', 'hans', 'putra', 'kh', 'asad', 'umar', 'hj', 'azah', 'asad', 'terus', 'pimpin', 'sang', 'ayah']",4,positif,negatif,negatif
652,"['jadwal', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'ponorogo', 'kpu', 'kabupaten', 'ponorogo', 'gelar', 'debat', 'publik', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'ikut', 'via', 'beritajatimcom']",5,positif,positif,positif
653,"['paslon', 'gubernur', 'cagub', 'nomor', 'risma', 'gus', 'hans', 'dukung', 'mantan', 'kades', 'bondowoso', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,negatif,negatif
654,"['polisi', 'intensif', 'patroli', 'siber', 'jelang', 'pilih', 'kepala', 'daerah', 'pasuruan', 'polisi', 'intensif', 'patroli', 'siber', 'jelang', 'laksana', 'pilih', 'kepala', 'daerah', 'pasuruan', 'polres', 'pasuruan', 'via', 'beritajatimcom']",2,positif,positif,positif
655,"['bawaslu', 'jatim', 'harap', 'generasi', 'muda', 'awas', 'partisipatif', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif,negatif,negatif
656,"['gaes', 'bawaslu', 'jatim', 'gandeng', 'generasi', 'muda', 'awas', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif,negatif,negatif
657,"['survei', 'pilgub', 'jatim', 'jarak', 'khofifah', 'risma', 'tip', 'survei', 'baru', 'indopoll', 'ungkap', 'saing', 'sengit', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'via', 'beritajatimcom']",-3,negatif,negatif,negatif
658,"['luluk', 'optimistis', 'raih', 'persen', 'suara', 'pilih', 'kepala', 'daerah', 'jatim']",3,positif,negatif,negatif
659,"['kepala', 'dinas', 'kominfo', 'jatim', 'sherlita', 'bicara', 'diskusi', 'panel', 'workshop', 'periksa', 'fakta', 'tiktok', 'goes', 'to', 'campus', 'aula', 'soetandyo', 'fisip', 'unair', 'surabaya', 'selasa', 'tema', 'bahas', 'lawan', 'disinformasi', 'pilih', 'kepala', 'daerah', 'hadir', 'public', 'policy', 'and']",-12,negatif,negatif,negatif
660,"['kepala', 'dinas', 'kominfo', 'jatim', 'sherlita', 'bicara', 'diskusi', 'panel', 'workshop', 'periksa', 'fakta', 'tiktok', 'goes', 'to', 'campus', 'aula', 'soetandyo', 'fisip', 'unair', 'surabaya', 'selasa', 'tema', 'bahas', 'lawan', 'disinformasi', 'pilih', 'kepala', 'daerah', 'hadir', 'public', 'policy', 'and']",-12,negatif,negatif,negatif
661,"['dagang', 'pasar', 'malang', 'kompak', 'dukung', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'gubernur', 'jatim']",-3,negatif,negatif,negatif
662,"['bawaslu', 'jatim', 'ajak', 'generasi', 'muda', 'awas', 'partisipatif', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif,negatif,negatif
663,"['pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,negatif,negatif
664,"['kompak', 'kelompok', 'warga', 'sampang', 'gaung', 'pilih', 'kepala', 'daerah', 'jatim', 'damai', 'pilih', 'kepala', 'daerah', 'serentak', 'pasuk', 'kampanye', 'rawan', 'gesek', 'kelompok', 'warga', 'sampang', 'kompak', 'dukung', 'gelora', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai']",-17,negatif,negatif,negatif
665,"['pilih', 'kepala', 'daerah', 'serentak', 'pasuk', 'kampanye', 'rawan', 'gesek', 'kelompok', 'warga', 'sampang', 'kompak', 'dukung', 'gelora', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai', 'haye', 'king', 'indo']",-10,negatif,negatif,negatif
666,"['kpu', 'jatim', 'cipta', 'suasana', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'salah', 'satu', 'awal', 'kampanye', 'santun', 'patuh', 'normanorma', 'demokrasi', 'laku', 'tanah', 'air', 'asnawi', 'muhammad', 'farhan']",8,positif,negatif,negatif
667,"['kpu', 'kota', 'madiun', 'hadir', 'upacara', 'pemrov', 'jatim', 'pilih', 'kepala', 'daerah', 'serentak', 'kondusif']",-1,negatif,negatif,negatif
668,"['sobatjatim', 'antisipasi', 'minimal', 'gejolak', 'sosial', 'pelaksanaaan', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'informasi', 'provinsi', 'jawa', 'timur', 'dorong', 'laksana', 'pilih', 'kepala', 'daerah', 'jalan', 'aman', 'lancar', 'podcast', 'ruang', 'informasi', 'episode']",0,netral,positif,positif
669,"['pilih', 'kepala', 'daerah', 'sobat', 'hubung', 'masyarakat', 'mari', 'partisipasi', 'pesta', 'demokrasi', 'pilih', 'kepala', 'daerah', 'beda', 'pilih', 'wajar', 'jaga', 'kondusifitas', 'jawa', 'timur']",-3,negatif,negatif,negatif
670,"['fgd', 'diskominfo', 'jatim', 'kkd', 'ajak', 'insan', 'media', 'influencer', 'aman', 'ruang', 'digital', 'jelang', 'pilih', 'kepala', 'daerah', 'kabupaten', 'gresik']",-1,negatif,positif,positif
671,"['survei', 'arci', 'khofifahemil', 'menang', 'pilgub', 'jatim', 'undicided', 'voters', 'nomor']",-1,negatif,negatif,negatif
672,"['silaturahmi', 'ketua', 'pc', 'gp', 'ansor', 'tuban', 'kapolsek', 'senori', 'polres', 'tuban', 'polda', 'jatim', 'titip', 'pesan', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",-3,negatif,negatif,negatif
673,"['sinergi', 'gen', 'z', 'wujud', 'indonesia', 'maju', 'pilih', 'kepala', 'daerah', 'jatim']",0,netral,negatif,netral
674,"['sinergi', 'gen', 'z', 'wujud', 'indonesia', 'maju', 'pilih', 'kepala', 'daerah', 'jatim']",0,netral,negatif,netral
675,"['sinergi', 'gen', 'z', 'wujud', 'indonesia', 'maju', 'pilih', 'kepala', 'daerah', 'jatim', 'gerah', 'sd', 'sri', 'mulyani', 'veronica', 'tan', 'i', 'love', 'you', 'tipu', 'muhammadiyah']",-3,negatif,negatif,negatif
676,"['sinergi', 'gen', 'z', 'wujud', 'indonesia', 'maju', 'pilih', 'kepala', 'daerah', 'jatim', 'gerah', 'sd', 'sri', 'mulyani', 'veronica', 'tan', 'i', 'love', 'you', 'tipu', 'muhammadiyah']",-3,negatif,negatif,negatif
677,"['dinas', 'komunikasi', 'informatika', 'kominfo', 'provinsi', 'jawa', 'timur', 'gelar', 'podcast', 'siar', 'tema', 'komitmen', 'buka', 'informasi', 'publik', 'kip', 'awal', 'pilih', 'kepala', 'daerah', 'jumat', 'siar', 'hadir', 'narasumber', 'wakil', 'ketua', 'komisi', 'informasi', 'pusat', 'arya']",3,positif,positif,positif
678,"['pps', 'camat', 'sukomoro', 'bimtek', 'uji', 'coba', 'aplikasi', 'sirekap', 'pilih', 'kepala', 'daerah', 'serentak', 'minggu', 'oktober', 'wib', 'pendopo', 'camat', 'sukomoro', 'kpujatim', 'kpumagetan', 'sukomoropp']",-1,negatif,positif,positif
679,"['sekretaris', 'kpu', 'provinsi', 'jawa', 'timur', 'nanik', 'karsini', 'jajar', 'berkosentrasi', 'penuh', 'jadwal', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'padat']",1,positif,positif,positif
680,"['masyarakat', 'bersamasama', 'jaga', 'kondusivitas', 'cipta', 'jawa', 'timur', 'harmonis', 'maju', 'ajak', 'sambut', 'pilih', 'kepala', 'daerah', 'serentak', 'suasana', 'riang', 'gembira', 'guyub', 'rukun', 'neng', 'bareng']",19,positif,positif,positif
681,"['ketua', 'dprd', 'jatim', 'anik', 'maslachah', 'tema', 'jawa', 'timur', 'satu', 'maju', 'usung', 'ingat', 'provinsi', 'jawa', 'timur', 'ingat', 'hadap', 'pilih', 'kepala', 'daerah', 'serentak']",1,positif,negatif,positif
682,"['pj', 'gubernur', 'jawa', 'timur', 'adhy', 'karyono', 'optimistis', 'jawa', 'timur', 'kondusif', 'pilih', 'kepala', 'daerah', 'serentak', 'adhy', 'sebut', 'masyarakat', 'jatim', 'dewasa', 'sikap', 'beda']",3,positif,positif,positif
683,"['munggu', 'kpu', 'jatim', 'rutin', 'gelar', 'media', 'gathering', 'update', 'kait', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'salam', 'harap', 'masif', 'informasi', 'disebarluaskan', 'media', 'masyarakat', 'edukasi', 'angka', 'partisipasi', 'pilih', 'jatim']",3,positif,positif,positif
684,"['sesi', 'laksana', 'kantor', 'diskominfo', 'jatim', 'jalan', 'ahmad', 'yani', 'nomor', 'gayung', 'surabaya', 'jumat', 'oktober', 'nur', 'salam', 'buka', 'informasi', 'kait', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'jatim', 'jalan']",-1,negatif,positif,positif
685,"['kirab', 'perintah', 'provinsi', 'jatim', 'ajak', 'masyarakat', 'wujud', 'pilih', 'kepala', 'daerah', 'serentak', 'aman', 'damai', 'tentram']",4,positif,positif,positif
686,"['kepala', 'satpol', 'pulang', 'pergi', 'provinsi', 'jawa', 'timur', 'andik', 'fadjar', 'tjahjono', 'kirab', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'keliling', 'kabupaten', 'kota', 'jawa', 'timur', 'andik', 'tema', 'usung', 'sigap', 'pilih', 'kepala', 'daerah', 'damai', 'sipadam', 'jatim']",-7,negatif,negatif,negatif
687,"['elektabilitas', 'luluk', 'vs', 'khofifah', 'vs', 'risma', 'jelang', 'debat', 'perdana', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'tribunkaltim']",7,positif,positif,positif
688,"['cetak', 'kemarin', 'gin', 'butuh', 'surat', 'suara', 'pilih', 'kepala', 'daerah', 'mojokerto']",-6,negatif,negatif,negatif
689,"['elektabilitas', 'luluk', 'vs', 'khofifah', 'vs', 'risma', 'jelang', 'debat', 'perdana', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'tribunkaltim']",7,positif,positif,positif
690,"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'mojokerto', 'bahas', 'strategi', 'bangun', 'daerah', 'mojokerto', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'mojokerto', 'gelar', 'via', 'beritajatimcom']",4,positif,positif,positif
691,"['komisi', 'pilih', 'kabupaten', 'situbondo', 'jawa', 'timur', 'bekal', 'bimbing', 'teknis', 'panitia', 'mungut', 'suara', 'mekanisme', 'rekapitulasi', 'hitung', 'suara', 'pilih', 'kepala', 'daerah', 'serentak']",9,positif,positif,positif
692,"['agenda', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'imbas', 'tiada', 'agenda', 'gerak', 'jalan', 'mojosuro', 'minfo', 'kabar', 'mojosuro', 'moga', 'laksana', 'iya']",-7,negatif,positif,positif
693,"['partai', 'golkar', 'kota', 'surabaya', 'milik', 'unik', 'kampanye', 'pasang', 'calon', 'kepala', 'daerah', 'usung', 'pilih', 'kepala', 'daerah', 'serentak', 'tahana', 'khofifahemil', 'pilgub', 'jatim', 'eriarmuji', 'pilwali', 'surabaya']",8,positif,positif,positif
694,"['partai', 'golkar', 'kota', 'surabaya', 'milik', 'unik', 'kampanye', 'pasang', 'calon', 'kepala', 'daerah', 'usung', 'pilih', 'kepala', 'daerah', 'serentak', 'tahana', 'khofifahemil', 'pilgub', 'jatim', 'eriarmuji', 'pilwali', 'surabaya']",8,positif,positif,positif
695,"['dpd', 'partai', 'golkar', 'kota', 'surabaya', 'milik', 'unik', 'kampanye', 'pasang', 'calon', 'kepala', 'daerah', 'usung', 'pilih', 'kepala', 'daerah', 'serentak', 'tahana', 'khofifahemil', 'pilgub', 'jatim', 'eriarmuji', 'pilwali', 'surabaya']",8,positif,positif,positif
696,"['komisi', 'pilih', 'kpu', 'kabupaten', 'sidoarjo', 'panitia', 'pilih', 'camat', 'ppk', 'uji', 'coba', 'piranti', 'lunak', 'keras', 'proses', 'sistem', 'rekapitulasi', 'suara', 'pilih', 'sirekap', 'pilih', 'kepala', 'daerah']",3,positif,negatif,negatif
697,"['ratus', 'kelompok', 'usaha', 'ibuibu', 'rajin', 'anyam', 'tas', 'camat', 'gampengrejo', 'kabupaten', 'diri', 'bina', 'dpc', 'partai', 'demokrat', 'dukung', 'calon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'khofifah', 'indar', 'parawansaemil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah']",-6,negatif,negatif,negatif
698,"['rakorwil', 'jatim', 'lita', 'bu', 'khofifah', 'milik', 'histori', 'kuat', 'nasdem', 'nasdem', 'jawa', 'timur', 'panas', 'mesin', 'partai', 'songsong', 'pilih', 'kepala', 'daerah', 'serentak', 'november', 'via', 'beritajatimcom']",0,netral,negatif,negatif
699,"['ketua', 'partai', 'nasdem', 'jawa', 'timur', 'lita', 'machfud', 'arifin', 'perintah', 'kader', 'menang', 'pasang', 'calon', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'berkontestasi', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-1,negatif,negatif,negatif
700,"['perintah', 'kabupaten', 'pemkab', 'pamekasan', 'jawa', 'timur', 'lindung', 'sosial', 'tenaga', 'awas', 'pilih', 'kepala', 'daerah', 'program', 'jamin', 'celaka', 'kerja', 'jkk', 'jamin', 'mati', 'jkm']",-4,negatif,negatif,negatif
701,"['komisi', 'pilih', 'kpu', 'kabupaten', 'lamongan', 'laksana', 'tahap', 'debat', 'publik', 'pasang', 'calon', 'berkontestasi', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif,positif,positif
702,"['jenis', 'bahan', 'kampanye', 'pilih', 'kepala', 'daerah', 'ponorogo', 'songsong', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'komisi', 'pilih', 'kpu', 'ponorogo', 'sedia', 'bahan', 'kampanye', 'via', 'beritajatimcom']",-2,negatif,negatif,negatif
703,"['humaspolresnganjuk', 'kece', 'kendara', 'motor', 'dinas', 'rangka', 'siap', 'aman', 'lantik', 'presiden', 'pilih', 'kepala', 'daerah', 'serentak', 'biro', 'logistik', 'polda', 'jatim']",10,positif,positif,positif
704,"['anggota', 'kpu', 'jatim', 'insan', 'qoriawan', 'laksana', 'rekapitulasi', 'daftar', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'pilih', 'sebar', 'tps']",-8,negatif,negatif,negatif
705,"['ajak', 'generasi', 'muda', 'sambut', 'pilih', 'kepala', 'daerah', 'serentak', 'penuh', 'suka', 'cita', 'penuh', 'damai']",2,positif,negatif,positif
706,"['wisnu', 'generasi', 'muda', 'melek', 'demokrasi', 'ambil', 'peran', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak', 'harap', 'generasi', 'muda', 'didik', 'pilih', 'lingkung', 'masingmasing', 'november', 'masyarakat', 'sedia', 'tps']",-14,negatif,negatif,negatif
707,"['sosialisasi', 'tema', 'peran', 'generasi', 'muda', 'songsong', 'pilih', 'kepala', 'daerah', 'serentak', 'kualitas', 'laksana', 'graha', 'sumbangsih', 'upt', 'psbr', 'pamekasan', 'jalan', 'ronggosukowati', 'nomor', 'pademawu', 'kabupaten', 'pamekasan', 'kamis', 'oktober']",-2,negatif,negatif,negatif
708,"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif,positif,positif
709,"['umam', 'cermat', 'masyarakat', 'hak', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'pilih', 'terima', 'surat', 'suara', 'surat', 'suara', 'pilgub', 'jatim', 'surat', 'suara', 'pilbup', 'sidoarjo']",2,positif,negatif,positif
710,"['anggota', 'kpu', 'jatim', 'choirul', 'umam', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'bagi', 'jalur', 'tuju', 'jangkau', 'lapis', 'masyarakat', 'masingmasing', 'daerah']",-9,negatif,negatif,negatif
711,"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'pasuruan', 'kpu', 'kabupaten', 'sidoarjo']",2,positif,positif,positif
712,"['rozaq', 'harap', 'temu', 'kendala', 'tahap', 'kelola', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif,positif,positif
713,"['rapat', 'koordinasi', 'bahas', 'siap', 'ada', 'dukung', 'lengkap', 'jadwal', 'produksi', 'kirim', 'surat', 'suara', 'pilih', 'kepala', 'daerah', 'serentak', 'sedia', 'gudang', 'logistik', 'kpu', 'kabupaten', 'kota', 'jatim']",11,positif,positif,positif
714,"['badan', 'awas', 'pilih', 'bawaslu', 'kabupaten', 'sampang', 'jawa', 'timur', 'bentuk', 'tim', 'siber', 'pilih', 'kepala', 'daerah', 'awas', 'kampanye', 'gelar', 'tim', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'wilayah']",0,netral,negatif,netral
715,"['dewan', 'pimpin', 'daerah', 'dpd', 'partai', 'golkar', 'surabaya', 'milik', 'dekat', 'unik', 'sentuh', 'hati', 'warga', 'kampanye', 'calon', 'kepala', 'daerah', 'usung', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak']",-4,negatif,negatif,negatif
716,"['halo', 'sobat', 'hubung', 'masyarakat', 'ayo', 'simak', 'aman', 'awal', 'distribusi', 'logistik', 'pilih', 'kepala', 'daerah', 'kabupaten', 'nganjuk']",2,positif,positif,positif
717,"['pilih', 'kepala', 'daerah', 'pasuruan', 'paslon', 'mudah', 'dukung', 'kalang', 'pesantren', 'pasuruan', 'paslon', 'pasang', 'calon', 'bupati', 'wakil', 'bupati', 'pasuruan', 'kh', 'mujib', 'imron', 'via', 'beritajatimcom']",9,positif,negatif,positif
718,"['kece', 'kendara', 'motor', 'dinas', 'rangka', 'siap', 'aman', 'lantik', 'presiden', 'pilih', 'kepala', 'daerah', 'serentak', 'biro', 'logistik', 'polda', 'jatim']",10,positif,positif,positif
719,"['kece', 'kendara', 'motor', 'dinas', 'rangka', 'siap', 'aman', 'lantik', 'presiden', 'pilih', 'kepala', 'daerah', 'serentak', 'biro', 'logistik', 'polda', 'jatim']",10,positif,positif,positif
720,"['nebak', 'menang', 'pilih', 'kepala', 'daerah', 'banten', 'airin', 'dki', 'ridwan', 'kamil', 'jateng', 'andika', 'jabar', 'dedy', 'mulyadi', 'jatim', 'khofifah']",3,positif,positif,negatif
721,"['pdip', 'siap', 'acara', 'antisipasi', 'curang', 'pilgub', 'jatim', 'ketua', 'dpp', 'pdip', 'ribka', 'tjiptaning', 'partai', 'acara', 'menggugad', 'curang', 'pilih', 'kepala', 'daerah', 'pilgub', 'jatim']",-9,negatif,negatif,negatif
722,"['silaturahmi', 'kapolsek', 'senori', 'polres', 'tuban', 'polda', 'jatim', 'forkopimcam', 'paguyuban', 'pencak', 'silat', 'ajak', 'wujud', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",1,positif,negatif,negatif
723,"['rangka', 'dukung', 'ops', 'mantap', 'praja', 'meru', 'biro', 'logistik', 'polda', 'jatim', 'laksana', 'kece', 'kendara', 'motor', 'dinas', 'aman', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",12,positif,positif,positif
724,"['rangka', 'dukung', 'ops', 'mantap', 'praja', 'meru', 'biro', 'logistik', 'polda', 'jatim', 'laksana', 'kece', 'kendara', 'motor', 'dinas', 'aman', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",12,positif,positif,positif
725,"['halo', 'oktober', 'dprd', 'jatim', 'kpai', 'forkopimda', 'bahas', 'jaga', 'anakanak', 'libat', 'politik', 'pilih', 'kepala', 'daerah', 'anak', 'bebas', 'tumbuh', 'tekan', 'ayo', 'sukses', 'pilih', 'kepala', 'daerah', 'damai', 'aman']",-5,negatif,negatif,negatif
726,"['debat', 'paslon', 'pilih', 'kepala', 'daerah', 'mojokerto', 'geber', 'kali', 'catat', 'jadwal']",1,positif,positif,positif
727,"['surat', 'suara', 'pilih', 'kepala', 'daerah', 'ponorogo', 'antre', 'cetak', 'kpu', 'pasti', 'awal', 'ketat', 'surat', 'suara', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'ponorogo', 'pasuk', 'proses', 'antre', 'cetak', 'ikut', 'via', 'beritajatimcom']",-7,negatif,negatif,negatif
728,"['jum', 'at', 'curah', 'hati', 'polsek', 'nonggunong', 'pesanpesan', 'aman', 'tertib', 'masyarakat', 'warga', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim']",3,positif,positif,positif
729,"['hasil', 'survei', 'popularitas', 'baru', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'risma', 'laju', 'kencang', 'luluk', 'tribunkaltim']",1,positif,negatif,negatif
730,"['pimpin', 'apel', 'pagi', 'kapolsek', 'senori', 'polres', 'tuban', 'polda', 'jatim', 'akp', 'bambang', 'edi', 'nofantoro', 'sh', 'tekan', 'netralitas', 'anggota', 'pilih', 'kepala', 'daerah', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",-9,negatif,negatif,negatif
731,"['detikcom', 'beda', 'jago', 'prabowojokowi', 'aproach', 'nya', 'pilih', 'kepala', 'daerah', 'jakarta', 'pilpres', 'personal', 'skill', 'banding', 'bansosduit', 'beda', 'jatengjatim', 'uang', 'dominan']",-2,negatif,negatif,negatif
732,"['media', 'gathering', 'bawaslu', 'magetan', 'ajak', 'media', 'awas', 'pilih', 'kepala', 'daerah']",0,netral,negatif,negatif
733,"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'unggul', 'risma', 'luluk', 'kerek', 'elektabilitas', 'debat', 'tribunkaltim']",4,positif,negatif,positif
734,"['gaes', 'komisi', 'informasi', 'jatim', 'dorong', 'transparansi', 'isu', 'sentral', 'debat', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif,positif,positif
735,"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'lupa', 'like', 'komen', 'share', 'iya', 'kpuid']",1,positif,positif,positif
736,"['anggota', 'kpu', 'jatim', 'eka', 'wisnu', 'wardhana', 'kirab', 'maskot', 'momentum', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'masyarakat', 'berbondongbondong', 'tps', 'november']",4,positif,negatif,negatif
737,"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kota', 'mojokerto', 'kpu', 'kota', 'surabaya']",0,netral,positif,positif
738,"['kota', 'pasuruan', 'drajat', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'ada', 'tahap', 'kirim', 'gudang', 'simpan', 'ada', 'logistik', 'tahap', 'target', 'selesai', 'november']",-1,negatif,negatif,negatif
739,"['yulianto', 'sudrajat', 'tinjau', 'rangka', 'monitoring', 'tahap', 'ada', 'lengkap', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'ada', 'tahap']",2,positif,positif,positif
740,"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'miftahur', 'rozaq', 'damping', 'anggota', 'kpu', 'yulianto', 'sudrajat', 'tinjau', 'gudang', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kota', 'pasuruan']",-4,negatif,negatif,negatif
741,"['salam', 'tekan', 'libat', 'stakeholder', 'kait', 'perangkat', 'desa', 'pasang', 'calon', 'ppk', 'tentu', 'titik', 'pasang', 'apk', 'pilih', 'kepala', 'daerah', 'serentak']",2,positif,positif,positif
742,"['anggota', 'kpu', 'jatim', 'nur', 'salam', 'jajar', 'kpu', 'kabupaten', 'kota', 'tentu', 'titik', 'pasang', 'alat', 'aga', 'kampanye', 'apk', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif,negatif,negatif
743,"['halo', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'rapat', 'koordinasi', 'rapat', 'koordinasi', 'tahap', 'kampanye', 'siap', 'debat', 'publik', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur']",10,positif,positif,positif
744,"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'segmen', 'agama', 'salah', 'segmen', 'perhati', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak']",-6,negatif,negatif,negatif
745,"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'sosialisasi', 'didik', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'majelis', 'ulama', 'indonesia', 'mui', 'kabupaten', 'gresik']",5,positif,positif,positif
746,"['wisnu', 'kpu', 'jatim', 'mitigasi', 'tahap', 'kampanye', 'pilih', 'kepala', 'daerah', 'serentak', 'wisnu', 'kampanye', 'pesta', 'calon', 'kepala', 'wakil', 'kepala', 'daerah', 'dukung']",15,positif,positif,positif
747,"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'eka', 'wisnu', 'wardhana', 'hadir', 'rapat', 'koordinasi', 'rapat', 'koordinasi', 'potensi', 'langgar', 'tahap', 'kampanye', 'pilih', 'kepala', 'daerah', 'selenggara', 'bawaslu', 'kabupaten', 'diri']",4,positif,positif,positif
748,"['anggota', 'kpu', 'jatim', 'nur', 'salam', 'tema', 'debat', 'publik', 'pilih', 'kepala', 'daerah', 'serentak', 'tetap', 'kpu', 'provinsi', 'jawa', 'timur', 'koordinasi', 'pasang', 'calon', 'partai', 'politik', 'tim', 'kampanye']",7,positif,positif,positif
749,"['hai', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'rapat', 'koordinasi', 'rapat', 'koordinasi', 'tahap', 'kampanye', 'siap', 'debat', 'publik', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur']",12,positif,positif,positif
750,"['hai', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'rapat', 'koordinasi', 'rapat', 'koordinasi', 'tahap', 'kampanye', 'siap', 'debat', 'publik', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur']",12,positif,positif,positif
751,"['gelar', 'kali', 'jadwal', 'debat', 'pilih', 'kepala', 'daerah', 'jatim']",3,positif,positif,positif
752,"['dana', 'kampanye', 'cagub', 'cawagub', 'pilgub', 'jatim', 'intip', 'ayo', 'dompet', 'luluk', 'khofifah', 'risma']",11,positif,positif,positif
753,"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'unggul', 'risma', 'luluk', 'kerek', 'elektabilitas', 'debat', 'tribunkaltim']",4,positif,negatif,positif
